Wall time,Step,Value
1688471594.3458939,43475,-620.7765502929688
1688471604.9445667,43519,-620.7889404296875
1688471613.4847424,43554,-620.850830078125
1688471626.666512,43608,-620.8140869140625
1688471634.3031037,43640,-620.8178100585938
1688471651.7265365,43712,-620.8143920898438
1688471658.1992402,43739,-620.7722778320312
1688471659.1836066,43743,-620.7887573242188
1688471674.5924242,43806,-620.8385009765625
1688471716.2929752,43977,-620.7560424804688
1688471717.282331,43981,-620.7620239257812
1688471720.473802,43994,-620.816162109375
1688471739.9278085,44074,-620.8214111328125
1688471740.9071913,44078,-620.77734375
1688471749.7365932,44114,-620.742919921875
1688471771.0985012,44201,-620.8260498046875
1688471772.826882,44208,-620.8073120117188
1688471783.5671773,44252,-620.814697265625
1688471796.4429705,44305,-620.7944946289062
1688471865.3847163,44586,-620.8267211914062
1688471880.1881523,44646,-620.81103515625
1688471900.7312484,44730,-620.7664794921875
1688471918.3468044,44803,-620.7807006835938
1688471921.777636,44817,-620.7911376953125
1688471957.8781524,44965,-620.7542724609375
1688471992.099691,45105,-620.78759765625
1688472042.6775165,45311,-620.8699951171875
1688472044.8925965,45320,-620.7996215820312
1688472057.997572,45373,-620.8386840820312
1688472091.292614,45508,-620.7885131835938
1688472100.1070294,45544,-620.820556640625
1688472128.6776724,45659,-620.8739624023438
1688472173.5238154,45840,-620.80126953125
1688472182.1457715,45875,-620.8189697265625
1688472221.392879,46034,-620.8303833007812
1688472235.4223835,46091,-620.7818603515625
1688472254.7816439,46170,-620.7444458007812
1688472263.4893708,46206,-620.7872314453125
1688472291.383821,46319,-620.8199462890625
1688472295.235526,46335,-620.787353515625
1688472314.5618742,46414,-620.7861938476562
1688472335.7612174,46500,-620.7874145507812
1688472384.2137218,46697,-620.791015625
1688472507.7381234,47199,-620.7598266601562
1688472518.1104026,47242,-620.8203125
1688472532.6724837,47302,-620.8204345703125
1688472537.4267788,47322,-620.8065185546875
1688472543.7967525,47348,-620.8154296875
1688472565.6912372,47438,-620.7645874023438
1688472578.4242067,47490,-620.7821655273438
1688472593.0710616,47550,-620.83447265625
1688472601.900464,47586,-620.7846069335938
1688472614.9765174,47639,-620.769775390625
1688472615.9568963,47643,-620.75634765625
1688472619.1573427,47656,-620.7742919921875
1688472622.6061254,47670,-620.8276977539062
1688472628.5033643,47694,-620.7999267578125
1688472631.4584665,47706,-620.7525024414062
1688472641.0079448,47745,-620.8043212890625
